advertisement.publication_date,advertisement.complete,advertiser.name,enslaved_person.gender,enslaved_person_languages.does_speak,enslaver.fullname,enslaver.gender,enslaver.type,newspaper.name,runaway.ran_before,runaway.profess_freedom,runaway_enslavers.enslaver_status,runaway_reward.amount,newspaper_location.city,newspaper_location.state,enslaver_location.city,enslaver_location.state,advertisement.id,advertiser.id,newspaper.id,newspaper_location.id,runaway_event.id,runaway.id,enslaved_person.id,enslaved_person_languages.id,runaway_enslavers.id,enslaver.id,enslaver_location.id,runaway_reward.id
1803-01-20,true,"",FEMALE,"","John Burgwin, Esq.",MALE,deceased,Wilmington Gazette,"","","",90,Wilmington,US-NC,"",US-AL,0003d58e-c9f1-4d1d-acb3-3f90207fcc76,"",f48bd220-415c-4861-a7ce-7ae5dc232a03,7797117f-9db2-48a0-b76e-05b59e0303a8,f0bc3605-fc3c-44d2-8d58-4e61b70b04a8,b91163d9-c893-4da4-8971-2260746130a3,d295d8dc-6e79-4285-b6b4-d17e8edfa46b,"",d3cc2d37-f63d-4906-9f0e-85d615247037,1ab19cf1-b6e3-41e5-9652-20c674e2aa75,14358b40-d659-42a9-aa83-6fe2f9a98db1,2d27340c-03ae-4d71-b2b5-a76074ed38c2
1803-01-20,true,"",MALE,"","John Burgwin, Esq.",MALE,deceased,Wilmington Gazette,"","","",90,Wilmington,US-NC,"",US-AL,0003d58e-c9f1-4d1d-acb3-3f90207fcc76,"",f48bd220-415c-4861-a7ce-7ae5dc232a03,7797117f-9db2-48a0-b76e-05b59e0303a8,f0bc3605-fc3c-44d2-8d58-4e61b70b04a8,5db5a488-be43-4df7-8828-96098e843478,2e47717e-d8b4-4f81-ac6c-64f46405debe,"",a2bd91ac-646c-413e-af34-792141c640b5,1ab19cf1-b6e3-41e5-9652-20c674e2aa75,14358b40-d659-42a9-aa83-6fe2f9a98db1,3359461b-306e-46a2-b84e-5124a94bf96e
1803-01-20,true,"",MALE,"","John Burgwin, Esq.",MALE,deceased,Wilmington Gazette,"","","",10,Wilmington,US-NC,"",US-AL,0003d58e-c9f1-4d1d-acb3-3f90207fcc76,"",f48bd220-415c-4861-a7ce-7ae5dc232a03,7797117f-9db2-48a0-b76e-05b59e0303a8,f0bc3605-fc3c-44d2-8d58-4e61b70b04a8,5db5a488-be43-4df7-8828-96098e843478,2e47717e-d8b4-4f81-ac6c-64f46405debe,"",a2bd91ac-646c-413e-af34-792141c640b5,1ab19cf1-b6e3-41e5-9652-20c674e2aa75,14358b40-d659-42a9-aa83-6fe2f9a98db1,833374c9-7094-4169-a8d5-8c78e3ce68b4
1803-01-20,true,"",MALE,"","John Burgwin, Esq.",MALE,deceased,Wilmington Gazette,"","","",90,Wilmington,US-NC,"",US-AL,0003d58e-c9f1-4d1d-acb3-3f90207fcc76,"",f48bd220-415c-4861-a7ce-7ae5dc232a03,7797117f-9db2-48a0-b76e-05b59e0303a8,f0bc3605-fc3c-44d2-8d58-4e61b70b04a8,4602bc18-22cf-4b82-b2e9-0a2d11b82131,e4847343-6adb-45af-be72-391915ea5cf5,"",6fb41d6f-fce0-450e-ae48-4727f2b4f146,1ab19cf1-b6e3-41e5-9652-20c674e2aa75,14358b40-d659-42a9-aa83-6fe2f9a98db1,959fa7c5-d19e-48ea-b822-7fbd3d3d4c11
1803-01-20,true,"",MALE,"","John Burgwin, Esq.",MALE,deceased,Wilmington Gazette,"","","",10,Wilmington,US-NC,"",US-AL,0003d58e-c9f1-4d1d-acb3-3f90207fcc76,"",f48bd220-415c-4861-a7ce-7ae5dc232a03,7797117f-9db2-48a0-b76e-05b59e0303a8,f0bc3605-fc3c-44d2-8d58-4e61b70b04a8,4602bc18-22cf-4b82-b2e9-0a2d11b82131,e4847343-6adb-45af-be72-391915ea5cf5,"",6fb41d6f-fce0-450e-ae48-4727f2b4f146,1ab19cf1-b6e3-41e5-9652-20c674e2aa75,14358b40-d659-42a9-aa83-6fe2f9a98db1,9d7e7d78-189f-440a-be86-daafa031b86f
1819-03-26,true,Moses Tyson,MALE,"",Seth,MALE,NOT_PROVIDED,American Recorder,false,"","",50,Washington,US-NC,"",US-NC,0004bf6a-7950-4121-bcdf-9882e5cdf842,c825129f-00b8-4122-b80e-a5e974ec548d,2d2f4ad0-cb21-4fb9-8154-5a2cfd28c8e2,a340e6d6-bafb-442e-8dae-07ad91493290,4f2c0d40-f2f5-4439-b498-28352d0615ea,7fe40b3d-fe3a-4b48-8a81-115d50fbb5fd,76bd7cf5-ae78-49f7-9752-cdc17f6b0a18,"",890cd8a8-f258-451b-a082-f45a0ac8e09f,a15a698d-a2ae-40eb-b67e-c13931d30b7d,55ab2fe9-97d0-44ea-ab9c-f7d83db97fb5,5b12529e-eed5-425b-96ba-4b00a9503d2d
1828-08-29,true,Cerisay,MALE,true,Mr. Rusler,MALE,current,New-Orleans Argus,"","","","",New Orleans,US-LA,New Orleans,US-LA,0004f750-a4c5-44f7-a18b-1b0650f3c066,1d8c0b61-c111-4b1b-8d06-ae1fbee2d286,829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,b532db90-7d78-42a7-86bf-fa61171864a7,cc6cc136-dbb0-47fa-b97a-e85a816adafb,1d6baf9b-3bd8-4947-b7e7-e1b827185465,c3cfe27a-591a-4a0c-b725-a730037f779d,d069d904-437e-4e13-ba06-ce98eebecfcd,59826d3b-16f3-4e4f-807a-78b825b226dc,026f5472-34b7-4c69-aff8-9ae5cd62e07a,""
1835-08-14,true,Daniel Moorer,MALE,"","S. H. Lee, Esq.",MALE,former,Charleston Mercury,"","","","",Charleston,US-SC,"","",0007e85a-fc21-4dcb-8c0f-362ed166e432,711a3906-77fa-4620-8431-7162c95aa35a,12d38785-dfdf-4dbc-a9c6-3ccb0e8d6448,0afd2704-9c29-4f31-9ffe-3627c61e7958,1671c863-0aae-4af8-9412-6af426d36e2b,a993c48e-27bc-4301-9a6b-c5446dafafa0,4eea2a3e-21f3-4a1d-bfa5-a63cd143b59d,"",836b1624-c508-4a86-b2a6-01eaf8e5d1e5,280c5607-5829-4778-9458-5daabf7cb106,"",""
1835-08-14,true,Daniel Moorer,MALE,"",Wm. J. Smith,MALE,current,Charleston Mercury,"","","","",Charleston,US-SC,Santee,US-SC,0007e85a-fc21-4dcb-8c0f-362ed166e432,711a3906-77fa-4620-8431-7162c95aa35a,12d38785-dfdf-4dbc-a9c6-3ccb0e8d6448,0afd2704-9c29-4f31-9ffe-3627c61e7958,1671c863-0aae-4af8-9412-6af426d36e2b,a993c48e-27bc-4301-9a6b-c5446dafafa0,4eea2a3e-21f3-4a1d-bfa5-a63cd143b59d,"",a830c3fa-f25a-466e-a660-96763a5c4979,8f4b0b3c-3992-4548-b304-003a60a6d8b0,8a63b792-14b3-488b-8aae-3f9e11431b91,""
1845-06-24,true,"",MALE,"",Jesse Hart,NOT_PROVIDED,current,The Daily Picayune,false,false,"",100,New Orleans,US-LA,New Orleans,US-LA,0008cb14-240f-4137-91fb-192a69d21c5a,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,a0101470-896c-4ce6-9523-a9aa6d31be93,8d13373a-4cb5-44fb-a4c2-a81d68e49abd,a7dbb9f9-d05d-488e-9625-3a0123f617ba,"",5940576f-6a64-4615-8056-95c54b2f5a9b,2bbb1fab-fd9b-469e-ad52-e29cd8e37a0d,03d13afd-8c73-4275-8010-083d95c25ca0,a754d26b-ffdc-425c-b041-10445e45042e
1845-06-24,true,"",MALE,"",Jesse Hart,NOT_PROVIDED,current,The Daily Picayune,false,false,"",50,New Orleans,US-LA,New Orleans,US-LA,0008cb14-240f-4137-91fb-192a69d21c5a,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,a0101470-896c-4ce6-9523-a9aa6d31be93,8d13373a-4cb5-44fb-a4c2-a81d68e49abd,a7dbb9f9-d05d-488e-9625-3a0123f617ba,"",5940576f-6a64-4615-8056-95c54b2f5a9b,2bbb1fab-fd9b-469e-ad52-e29cd8e37a0d,03d13afd-8c73-4275-8010-083d95c25ca0,abf156bf-d24f-4568-a00b-554777f6b7d4
1828-03-01,true,"",MALE,"",Rufus Sewall,MALE,current,Mobile Commercial Register,"","","","",Mobile,US-AL,Mobile,US-AL,000afef9-adcb-4c2e-bc63-4238a839eff9,"",b50356a8-6e0c-4638-a0e7-550422679088,06634f71-ced3-4e24-a2f9-bb75a0739262,364202ea-4f80-47c4-85ac-81dad62ce1ed,c5ce8aca-32da-4e63-b726-39769bb15089,312fdaf2-63a8-4c60-895b-87c960836a3d,"",9f5f055e-5da0-413f-ae45-e881f040ddb1,0da81638-609a-4b55-aa2b-cf23bcb07a3c,09bcd1d5-acbe-4e1c-8284-e351b3d7f9d6,""
1824-12-21,true,"",MALE,"",Joshua Cox,MALE,current,Huntsville Weekly Democrat,"","","",200,Huntsville,US-AL,"",US-AL,000cc730-6969-429f-9742-be756443c1a0,"",842b7632-f3fa-49a6-b018-b6800363bdc6,0e181785-c1b1-4a63-bf24-a6607fe9d893,2d27584e-5956-45b3-83e4-adfdd93a260d,bdcbeb9c-2a27-456d-9aca-64bd269e9bd2,d70b5037-1222-4594-a7db-6438342f48d2,"",f93743d4-6784-4714-953a-e87da3df5493,ab4b4c3c-1227-42a7-b332-057d09a6f0d9,2840019b-6822-4443-9b0b-a24f1677eb42,9940c16e-76a6-4a00-8591-cab2e2af9122
1824-12-21,true,"",MALE,"",Joshua Cox,MALE,current,Huntsville Weekly Democrat,"","","",100,Huntsville,US-AL,"",US-AL,000cc730-6969-429f-9742-be756443c1a0,"",842b7632-f3fa-49a6-b018-b6800363bdc6,0e181785-c1b1-4a63-bf24-a6607fe9d893,2d27584e-5956-45b3-83e4-adfdd93a260d,bdcbeb9c-2a27-456d-9aca-64bd269e9bd2,d70b5037-1222-4594-a7db-6438342f48d2,"",f93743d4-6784-4714-953a-e87da3df5493,ab4b4c3c-1227-42a7-b332-057d09a6f0d9,2840019b-6822-4443-9b0b-a24f1677eb42,720dfbf0-7352-448c-b167-654f6066d942
1803-08-22,true,"",FEMALE,"",Green Hill,NOT_PROVIDED,current,Raleigh Register And North Carolina Weekly Advertiser,"","","",10,Raleigh,US-NC,Raleigh,US-NC,00118ddc-6b3e-47e9-94f1-ba3d3ae25bb6,"",86ca4183-e5a7-41af-ba34-20ecb088ebbd,d2d21cf6-f1e4-4bd0-aedb-3ba44b04aa5a,3c77c047-0e77-4ac7-a064-52c9e2d20953,e13ac542-543d-4f25-bb33-abef1cd584f3,0cce26f1-6aed-4982-8468-519e32da49d1,"",3b31c461-a95b-4d37-b3ac-45abbe474c63,0e4804e4-c572-4bbf-9f2f-15517846074c,f7e25846-571d-49ad-8288-3a2ecc9d12ad,74b29a3e-9a1c-4102-8040-23d5d2e3e059
1766-06-19,true,"",MALE,"",Emory Fuetter,MALE,current,"The Pennsylvania Journal, and the Weekly Advertiser","",false,"",2,Philadelphia,US-PA,"","",0016b508-7548-40a3-91df-feaf88593e8b,"",20a6fe96-6a78-43ba-acac-1e24d3fa7e89,13f5837e-1782-4991-b17d-ea29b14f6dbe,cfe0f4ba-a4db-4808-ab82-855a7ecaef3c,22921cda-ece5-4ea8-89ef-c192502f7abc,fe321357-adb5-410c-a7c6-2c72210f1562,"",29b6761d-fa2e-4abd-b54b-b847429d645b,c5bc7e31-58ea-4f77-bb78-83eb0a017ae3,68069ab9-bdb5-473d-98c9-ce520bc56ec7,e49f3be4-811d-4cfb-9c83-4cfbaa88c307
1856-09-03,true,John D. McArthur,MALE,"",Joseph Rogers,MALE,alleged,Raleigh Register,false,"","","",Raleigh,US-NC,"",US-NC,0018064f-0d9e-4d1c-8ea4-a8101a280ede,1141ebe0-f68e-4802-9be0-93c93767111e,6b9f2f88-cb76-40f8-8ac6-4527570fd5f6,d2d21cf6-f1e4-4bd0-aedb-3ba44b04aa5a,d52806f6-cebe-44de-8e43-6512dec9955b,29f25307-23ad-42bc-96db-c8b2a2aa8319,58090d44-3109-482f-b416-27e47c9a880f,"",9777c983-2c52-4719-a7d2-c906dbe9ba44,85aa2499-bddf-47c0-9a4a-3d69d6949063,5ef8b3ee-230b-4c81-9091-9715f39d4c6a,""
1856-09-03,true,John D. McArthur,MALE,"",James H. Wortham and Dr. Isaac Jackson,MALE,alleged,Raleigh Register,false,"","","",Raleigh,US-NC,"",US-SC,0018064f-0d9e-4d1c-8ea4-a8101a280ede,1141ebe0-f68e-4802-9be0-93c93767111e,6b9f2f88-cb76-40f8-8ac6-4527570fd5f6,d2d21cf6-f1e4-4bd0-aedb-3ba44b04aa5a,d52806f6-cebe-44de-8e43-6512dec9955b,29f25307-23ad-42bc-96db-c8b2a2aa8319,58090d44-3109-482f-b416-27e47c9a880f,"",63a96d6a-3523-4c22-91d6-01526b95a15f,a0ea94d2-7ec5-4087-9700-2e968f26a43d,a380b2a7-fde4-4a17-9e55-3cd28c957b08,""
1840-02-05,true,"",MALE,"","","","",The Daily Picayune,"","","",50,New Orleans,US-LA,"","",001d5b9f-9f89-4199-8211-0c65d295b6bb,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,dc922ee5-2272-4271-ad01-3f45105e0b0d,524d6677-fa9c-4bd8-a6cc-a65c4ce8d622,918bf1dc-3b4c-4826-80d7-3fcf650624f4,"","","","",bb7964db-bafd-41ad-aff8-9884d732f10d
1840-02-05,true,"",MALE,"","","","",The Daily Picayune,"","","",25,New Orleans,US-LA,"","",001d5b9f-9f89-4199-8211-0c65d295b6bb,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,dc922ee5-2272-4271-ad01-3f45105e0b0d,524d6677-fa9c-4bd8-a6cc-a65c4ce8d622,918bf1dc-3b4c-4826-80d7-3fcf650624f4,"","","","",93c1dd70-6ad3-460d-8eb6-eb59c350ac14
1828-08-29,false,S. Meilleur,MALE,"",Daniel War,"",current,New-Orleans Argus,"","","","",New Orleans,US-LA,Port Gibson,US-MS,0022e2d5-05b3-4537-9c1b-df8cd2bdd286,97b2cab7-7d9a-48e9-83d9-6bcca5fad338,829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,92b2716a-b85e-413a-9ed6-02aabbcf9f46,4b1fbf26-5aa5-4d71-900e-4ed6b65be8e4,c833e802-4354-4553-8e84-787a934e90ba,"",45299208-2255-412f-b2bc-0e44fe847f6d,1dfe3d5e-6454-4ba3-8476-40e3a7f95c7b,ea51ea69-2e53-469a-9ed2-1ada1d1f4ba4,""
1828-10-25,true,JAS TALBERT,MALE,true,James Gardner,MALE,current,New-Orleans Argus,"","","","",New Orleans,US-LA,New Orleans,US-LA,0024bb2a-bb32-48b7-af30-ec56fc98b268,e0ea84c3-a638-4e72-ae88-9bbb33c5d38a,829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,c69c68c9-9e97-4596-aaaf-7b0030db2346,17c187b7-0b35-4de2-b133-8b2dc53f2f1f,70c24e3a-5b09-431d-be37-5350ff630d92,4491fbe0-c0c0-491a-b7ea-000c720871e1,bc6b6bb2-7657-471c-a564-332aad103d43,fc365cd2-36af-4075-92d4-163f4b98e52e,03d13afd-8c73-4275-8010-083d95c25ca0,""
1768-01-11,true,"",MALE,true,William Darlington,MALE,current,"The New-York Gazette: or, The Weekly Post-Boy","","","",40,"",US-NY,New York,US-NY,0025e1c2-aba6-448f-8fdf-6fb0698559f2,"",eda9910e-18be-446f-b543-2ec9d04f97ff,0127c7e1-ff75-4d8e-bd1d-c4ff4c7f0412,572efe71-5f06-491b-a3f6-c6fb5c23849b,d407c54d-d5c8-42e1-9e21-9a3ed7feec81,61a2a3eb-ff10-4cbd-b767-6812311f9711,138dc8c9-a05f-485b-a5c4-55cc3541123b,15b2a463-abf3-46f0-9d62-864ced227b94,92a8997d-7ae8-4912-aad7-3cd583e973f5,04c39e82-1b6b-4295-a64f-1d4b4a9e66be,e6238213-1be6-4ce9-ad72-4d739c8ab86b
1768-01-11,true,"",MALE,true,William Darlington,MALE,current,"The New-York Gazette: or, The Weekly Post-Boy","","","",40,"",US-NY,New York,US-NY,0025e1c2-aba6-448f-8fdf-6fb0698559f2,"",eda9910e-18be-446f-b543-2ec9d04f97ff,0127c7e1-ff75-4d8e-bd1d-c4ff4c7f0412,572efe71-5f06-491b-a3f6-c6fb5c23849b,d407c54d-d5c8-42e1-9e21-9a3ed7feec81,61a2a3eb-ff10-4cbd-b767-6812311f9711,7a729243-e5d3-474b-af34-5d65ca29b3ac,15b2a463-abf3-46f0-9d62-864ced227b94,92a8997d-7ae8-4912-aad7-3cd583e973f5,04c39e82-1b6b-4295-a64f-1d4b4a9e66be,e6238213-1be6-4ce9-ad72-4d739c8ab86b
1828-06-26,true,Stephen Mazureau,MALE,"",Stephen Mazureau,MALE,current,New-Orleans Argus,"","","",25,New Orleans,US-LA,"",US-LA,00269d18-13ce-49bc-8a29-9c957f3ac9e9,c3be1805-b5d0-4ee1-95c1-bc968dd69704,829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,0740fb4d-d0a5-46b9-8709-1a686732d985,da054a62-b9d8-43bc-9e3e-7e96fc2ba26e,60c869fc-c819-4a4a-9951-5c003c2b3c49,"",398edeab-5ead-4759-9be1-2ce05231136f,6aace5b1-70ff-4565-a319-22a506c11e9f,08887da8-da0a-4991-816c-f8e7486a0c6f,5b328f71-0c79-430e-9c1b-c7b4e9eb623c
1828-08-06,true,J Simpson ,MALE,"",Mr. Hill (negro trader),MALE,current,New-Orleans Argus,"","","","",New Orleans,US-LA,Natchez,US-MS,0029c2b6-dc50-4f22-b5e1-4b453ee90249,671850d1-1b30-4b64-80e9-51322838a3ec,829b9331-eb8b-4fc6-bc7a-f7830e04547e,026f5472-34b7-4c69-aff8-9ae5cd62e07a,98ce667e-81bc-4930-9ec2-b373c7c6250a,284b3bcc-88b2-4944-aba6-ac785ee2db12,353eaee4-67ce-47c6-bbb7-7cd5db31925c,"",e3c86654-35c5-4eac-b694-d3189d395aed,9f0ffa75-c9ec-4add-9954-05dceb35634b,3a3476a3-d6ba-487f-819c-de14dd6276ef,""
1841-02-09,true,Henry Durden,MALE,"",Richard Coal,MALE,current,Milledgeville Federal Union,"","","","",Milledgeville,US-GA,"",US-GA,002a5600-721c-4ae0-a670-f328afcde20e,92c77a08-9ed3-44a7-8eb9-f9f40c7c3c97,2b017d87-53a2-43b3-b27d-bbc507ea340b,507b5968-86b7-476e-a83d-a4307622ed57,fdb6fe96-6c45-4182-b0ce-f2e963eb0318,58364c56-6578-44c9-8817-5258c5139f2c,10663f48-8e42-4789-b590-0b5e302fa566,"",9cb4e68c-ec6d-42f1-a5db-2f857d08904d,085721df-e1aa-4c8a-a6ac-f3335979f163,e03b4007-c515-4368-b654-39a5fa9a7bed,""
1776-07-15,true,"",MALE,"",Henry Wyckoff,MALE,current,"The New-York Gazette; and the Weekly Mercury","","","",8,Newark,US-NJ,Long Island,US-NY,0030f9f3-2216-4cbf-ac9f-0c27c2fea1c1,"",5ecd9e5c-ace8-45ff-aed7-2b55ff97c1fa,00257219-971b-4de5-a90a-c5dbc1116871,18c5b942-eda6-4a99-ac2d-9575bab97d68,6291bd36-ad39-4450-b52f-f50803b8409c,3f0e68e8-2d62-4296-b1f3-e4cb5e2b960a,"",405add69-120b-406c-9649-27e664010cee,2af3a356-4ed2-45f3-8e3d-46325c9c8010,bac5c84c-c902-45cc-a43f-dbf7f521a87a,ba84d65a-7964-4a4f-9861-565a84061809
1776-07-15,true,"",MALE,"",Henry Wyckoff,MALE,current,"The New-York Gazette; and the Weekly Mercury","","","",8,Newark,US-NJ,Long Island,US-NY,0030f9f3-2216-4cbf-ac9f-0c27c2fea1c1,"",5ecd9e5c-ace8-45ff-aed7-2b55ff97c1fa,00257219-971b-4de5-a90a-c5dbc1116871,18c5b942-eda6-4a99-ac2d-9575bab97d68,3fc6ee5e-0af8-4f43-871f-4b7432e1b5dd,66f7338e-a512-40c7-bb98-473a77dbc8b8,"",12632adf-cdb4-46eb-9e46-4cdca7254e5b,2af3a356-4ed2-45f3-8e3d-46325c9c8010,bac5c84c-c902-45cc-a43f-dbf7f521a87a,efa88cce-3923-479d-bf0e-ca6043f01cae
1776-07-15,true,"",MALE,"",Jeromus Remsen,MALE,current,"The New-York Gazette; and the Weekly Mercury","","","",8,Newark,US-NJ,Newton,US-NJ,0030f9f3-2216-4cbf-ac9f-0c27c2fea1c1,"",5ecd9e5c-ace8-45ff-aed7-2b55ff97c1fa,00257219-971b-4de5-a90a-c5dbc1116871,18c5b942-eda6-4a99-ac2d-9575bab97d68,3fc6ee5e-0af8-4f43-871f-4b7432e1b5dd,66f7338e-a512-40c7-bb98-473a77dbc8b8,"",816004cb-9f44-4206-b47f-b7b7805e245a,8c091aad-0363-445f-bf0d-3fa8f3fc1eee,0c810607-9254-4c68-968e-2219b96c38aa,efa88cce-3923-479d-bf0e-ca6043f01cae
1776-07-15,true,"",MALE,"",Jeromus Remsen,MALE,current,"The New-York Gazette; and the Weekly Mercury","","","",8,Newark,US-NJ,Newton,US-NJ,0030f9f3-2216-4cbf-ac9f-0c27c2fea1c1,"",5ecd9e5c-ace8-45ff-aed7-2b55ff97c1fa,00257219-971b-4de5-a90a-c5dbc1116871,18c5b942-eda6-4a99-ac2d-9575bab97d68,6291bd36-ad39-4450-b52f-f50803b8409c,3f0e68e8-2d62-4296-b1f3-e4cb5e2b960a,"",5ccf3648-3f87-436e-bd1f-1cb2b869912a,8c091aad-0363-445f-bf0d-3fa8f3fc1eee,0c810607-9254-4c68-968e-2219b96c38aa,ba84d65a-7964-4a4f-9861-565a84061809
1854-01-20,true,"",MALE,true,Nels Anderson,MALE,current,The Daily Picayune,"","","",50,New Orleans,US-LA,New Orleans,US-LA,00343876-7f91-4c1b-bf7f-7551f8029200,"",c5993adc-4bee-4c12-a104-9bf7119308af,026f5472-34b7-4c69-aff8-9ae5cd62e07a,23b77ed3-1491-43ef-b19a-789f2a8de21d,6694c7e3-3e0d-40f4-95f8-7bf4b8bf1ebe,089b252d-6920-4d18-b6ba-fe4fd8044ae2,9790be00-388f-4f04-9469-75f866493f44,8c9a4255-819f-47f4-9141-adca44dae055,82f95c80-15ee-4774-9375-497465c49fce,e97b5f5b-fa47-4dff-aee0-1088ca488cb4,ef39293f-bcb0-4809-85b5-a114fc05e4b9
1832-08-30,true,James A. Rogers,MALE,"",State of Georgia,NOT_PROVIDED,current,Milledgeville Federal Union,"",false,"","",Milledgeville,US-GA,"",US-GA,003640cf-9a13-4fcf-8bfd-9a0d0b9a7d4d,3493a158-2b53-4cbe-bae8-cc9ec0fb661a,2b017d87-53a2-43b3-b27d-bbc507ea340b,507b5968-86b7-476e-a83d-a4307622ed57,6352500a-0ed6-48e0-8257-58eaa32dadd2,4e1b183f-4d54-433a-8b60-3ac9807f8cc7,e24728d7-96f0-40b0-82d2-6069fc01bf91,"",18c6ef65-42f5-42dd-bb68-b560dd43d4d8,702cfde7-931a-47de-8889-06daa4920d06,84123256-f3ff-4f38-afe8-c85a6f70c765,""
1832-08-30,true,James A. Rogers,"","","","","",Milledgeville Federal Union,"",false,"","",Milledgeville,US-GA,"","",003640cf-9a13-4fcf-8bfd-9a0d0b9a7d4d,3493a158-2b53-4cbe-bae8-cc9ec0fb661a,2b017d87-53a2-43b3-b27d-bbc507ea340b,507b5968-86b7-476e-a83d-a4307622ed57,97c208eb-eba5-4ee6-a019-1ac485ca3133,342a7187-2904-4b95-b257-3a909389deb6,1a08d91d-ac13-4176-9db6-f11d7d3ee77e,"","","","",""
1863-07-16,false,GEO. W. ATKINSON,MALE,"",Maj. W. W. Peirce,MALE,current,Daily State Journal,"","","",50,Raleigh,US-NC,Raleigh,US-NC,003c2f35-8dbd-4e3b-95a5-5f90ca0cf0e4,0d7cf950-cc2e-42fc-8713-0ea03034d494,2cb26130-389e-4310-91a6-cb8a7dd33d6c,d2d21cf6-f1e4-4bd0-aedb-3ba44b04aa5a,8891cf5c-93a6-46c9-9a85-5294f525005a,a87e1da4-c111-43fb-b715-b11c4ed24926,76b436d0-bbb7-44c0-9924-cc8c352b7bb4,"",85817dbf-38c8-41d3-8a51-27e69ea80627,0ddd9fca-6296-46a5-80d1-620c7cf06915,15bfee9f-73a1-4a7b-bf55-06568efead87,6b74bc9d-04a8-44d6-8f36-2afb029e9f93
1790-05-18,true,"",FEMALE,"",Isaac Seymour,MALE,current,The City Gazette,"","","",1,Charleston,US-SC,Charleston,US-SC,0042e0af-b4aa-4971-baa4-da99eecb5e8a,"",53539e1d-f8ff-4585-85f8-eadc70b23fae,105caeb1-110e-4a46-a7e0-c1d7832a4c17,d695d169-c2ff-4317-8386-16d94f10cb2e,e1bb5620-c61a-40e9-8968-e7dfb7c42598,8d3ca5a0-7d0d-4936-8424-6d035af2f21f,"",96f5b00b-2eff-477e-9ba5-6f25f2d6395b,a44f6990-9ec0-4d37-a2f5-e34b50437f92,014eaf12-f807-4bd6-aa77-2e8885534580,1501a532-b4ce-46d5-83bb-66e7fadefb47
1840-12-02,true,"",MALE,"","","","",Nashville Union,"","","","",Nashville,US-TN,"","",00446135-8f5d-4a60-acde-a90905f78b63,"",fe2d1681-702a-46c9-a08f-9174d5339c14,032be9f4-def5-4aa8-81db-c19d2b8bab82,d7b8a9b4-1c97-4587-8ed3-bc97b3746c58,8f4f6c50-3361-4199-b22e-86900427b1b3,fab39270-7682-49a9-9806-54a82e5b6abd,"",4127b08b-e3d5-42ae-a0db-9bdeac889c70,fdb54ee8-f01d-4bb3-8a6d-8fec2a02904e,"",""
1840-12-02,true,"","","",WM. II. BELL.,NOT_PROVIDED,current,Nashville Union,"","","","",Nashville,US-TN,Nashville,US-TN,00446135-8f5d-4a60-acde-a90905f78b63,"",fe2d1681-702a-46c9-a08f-9174d5339c14,032be9f4-def5-4aa8-81db-c19d2b8bab82,d7b8a9b4-1c97-4587-8ed3-bc97b3746c58,d9dfbd9a-c4ed-43d8-a545-684e663c2d0c,ca512be8-61d4-4be4-97e7-da941abfad09,"",47856c5d-53ae-407f-954e-6b718f9d5504,03133873-ddde-4760-a3c9-863f8db2a722,01bef3e4-eda6-4568-82e2-b0482219350b,""
1840-12-02,true,"",MALE,"",WM. II. BELL.,NOT_PROVIDED,current,Nashville Union,"","","",70,Nashville,US-TN,Nashville,US-TN,00446135-8f5d-4a60-acde-a90905f78b63,"",fe2d1681-702a-46c9-a08f-9174d5339c14,032be9f4-def5-4aa8-81db-c19d2b8bab82,c3f45d7b-16a4-49ae-8b7f-342a6d7fe2a6,01c36ab0-c5b1-4551-a9d8-74e8039cf1a6,a93ad2ec-3bb8-4654-836b-fe4d8e9a9e2f,"",58944561-58fa-486a-91b8-bebb8bc8ad6c,03133873-ddde-4760-a3c9-863f8db2a722,01bef3e4-eda6-4568-82e2-b0482219350b,e24773b8-9123-4b78-a33f-638c09bbf9d8
